"ENTITY_ID","GSM_TYPE","GPRS_TYPE","SENT_BYTES","RECEIVED_BYTES","NAME","LATITUDE","LONGITUDE","POSTAL_CODE","DBM"
"822448","UNKNOWN","START","","","GPRS","39,54695","-0,3052138889","46550","-54"
"855021","UNKNOWN","STOP","4438","7544","UNKNOWN","42,6386722222","-5,6506194444","24196","-100"
"803281","UNKNOWN","STOP","83840","78238","UNKNOWN","40,4738388889","-3,369425","28803","-57"
"699565","UNKNOWN","START","","","GPRS","40,3234","-3,7680861111","28912","-91"
"825850","UNKNOWN","STOP","2776","1484","UNKNOWN","36,6971111111","-4,454575","29004","-66"
"795283","UNKNOWN","START","","","GPRS","42,1014222222","1,8486388889","8600","-75"
"996777","UNKNOWN","STOP","20002","28126","UNKNOWN","43,3016472222","-1,9602944444","20014","-94"
"761568","UNKNOWN","STOP","0","0","UNKNOWN","41,3558638889","2,1154388889","8907","-98"
"762214","UNKNOWN","STOP","0","0","UNKNOWN","41,3599","2,10805","8901","-102"
"802504","UNKNOWN","START","","","GPRS","40,4574361111","-3,726475","28040","-62"
"777106","UNKNOWN","START","","","GPRS","36,510275","-6,2783361111","11010","-74"
"777267","UNKNOWN","STOP","0","0","UNKNOWN","40,2503","-3,985275","28607","-93"
"777284","UNKNOWN","STOP","0","0","UNKNOWN","37,2701861111","-5,9176361111","41702","-67"
"777302","UNKNOWN","STOP","806","1450","UNKNOWN","40,4345861111","-3,553675","28823","-90"
"778313","UNKNOWN","STOP","0","0","UNKNOWN","42,8764638889","-8,544025","15701","-54"
"709172","UNKNOWN","START","","","GPRS","40,4154138889","-3,700675","28014","-69"
"824791","UNKNOWN","STOP","0","0","UNKNOWN","41,4160611111","2,13575","8023","-89"
"709393","UNKNOWN","START","","","GPRS","41,5326611111","2,0351638889","8228","-82"
"778328","UNKNOWN","STOP","1958","1464","UNKNOWN","37,7718","-3,785975","23003","-108"
"793194","UNKNOWN","START","","","GPRS","38,7062388889","0,1571","3724","-89"
"833673","UNKNOWN","START","","","GPRS","39,5463888889","2,504025","7180","-87"
"787411","UNKNOWN","START","","","GPRS","39,157175","-0,4309","46600","-104"
"813461","UNKNOWN","START","","","GPRS","42,5985861111","-8,7636861111","36600","-99"
"710164","UNKNOWN","START","","","GPRS","41,648375","-0,901575","50010","-92"
"825530","UNKNOWN","START","","","GPRS","39,5013","-1,1047111111","46340","-90"
"805292","UNKNOWN","STOP","4974","2635","UNKNOWN","42,3696861111","-3,719175","9001","-66"
"803313","UNKNOWN","START","","","GPRS","41,0011861111","0,933375","43892","-57"
"801724","UNKNOWN","START","","","GPRS","37,8812638889","-4,7820888889","14003","-89"
"787597","UNKNOWN","START","","","GPRS","37,24065","-5,1070611111","41640","-107"
"823041","UNKNOWN","STOP","5583","2742","UNKNOWN","40,442075","-3,8077","28223","-65"
"786691","UNKNOWN","START","","","GPRS","38,8740888889","-6,9736861111","6004","-88"
"800112","UNKNOWN","START","","","GPRS","38,91035","1,435525","7800","-85"
"783545","UNKNOWN","START","","","GPRS","40,4388388889","-3,699975","28003","-97"
"825588","UNKNOWN","START","","","GPRS","38,9770888889","-5,7998","6700","-65"
"792689","UNKNOWN","START","","","GPRS","38,8818388889","-7,0203138889","6006","-68"
"855302","UNKNOWN","STOP","202502","282992","UNKNOWN","42,771325","-4,8601861111","34880","-64"
"879836","UNKNOWN","START","","","GPRS","38,0147361111","-3,3767611111","23400","-101"
"967840","UNKNOWN","STOP","4229","5420","UNKNOWN","36,7246916667","-4,421","29012","-70"
"968084","UNKNOWN","START","","","GPRS","40,45845","-3,6983138889","28020","-88"
"968156","UNKNOWN","START","","","GPRS","41,3956361111","2,16375","8037","-85"
"967982","UNKNOWN","START","","","GPRS","41,402425","2,157575","8012","-102"
"1008909","UNKNOWN","STOP","3090","1301","UNKNOWN","40,4439527778","-3,6570166667","28027","-69"
"1009189","UNKNOWN","START","","","GPRS","41,3777638889","2,1592861111","8015","-56"
"1112556","UNKNOWN","STOP","480","733","UNKNOWN","41,2641611111","1,75495","8810","-81"
"1112604","UNKNOWN","STOP","3914","6579","UNKNOWN","41,3790611111","2,076975","8960","-86"
"1026083","UNKNOWN","STOP","24606","37304","UNKNOWN","41,65365","-4,7407361111","47009","-88"
"1110078","UNKNOWN","STOP","164","304","UNKNOWN","41,6416638889","-0,9798388889","50197","-86"
"1070636","UNKNOWN","STOP","217","386","UNKNOWN","37,6058888889","-0,9868638889","30203","-96"
"1110466","UNKNOWN","START","","","GPRS","41,440625","2,1792","8016","-107"
"1126471","OK","","","","GSM","37,3148777778","-6,1097222222","41111","-89"
"821637","UNKNOWN","START","","","GPRS","40,42235","-3,6816638889","28009","-67"
"802351","UNKNOWN","START","","","GPRS","43,5273138889","-5,67275","33208","-64"
"811387","UNKNOWN","STOP","2361","1504","UNKNOWN","43,3389","-1,796425","20302","-106"
"787964","UNKNOWN","STOP","0","0","UNKNOWN","40,4752138889","-3,40605","28806","-72"
"837903","UNKNOWN","STOP","6342","5299","UNKNOWN","37,3128888889","-5,9827361111","41703","-103"
"807504","UNKNOWN","START","","","GPRS","36,5070888889","-4,8907138889","29602","-90"
"816195","UNKNOWN","STOP","0","0","UNKNOWN","40,557875","-3,6172","28703","-57"
"821457","UNKNOWN","START","","","GPRS","37,9892361111","-1,1163361111","30006","-61"
"796999","UNKNOWN","START","","","GPRS","37,838225","-1,4317111111","30840","-72"
"807351","UNKNOWN","STOP","8387","8049","UNKNOWN","40,207625","0,205775","12596","-64"
"881062","UNKNOWN","STOP","7815","8084","UNKNOWN","43,4775861111","-8,2513611111","15401","-88"
"881915","UNKNOWN","START","","","GPRS","28,0004","-15,391475","35214","-72"
"882093","UNKNOWN","START","","","GPRS","40,4811388889","-3,3634888889","28801","-74"
"885449","UNKNOWN","START","","","GPRS","40,246975","0,2840861111","12579","-90"
"807823","UNKNOWN","START","","","GPRS","37,889475","-4,7946111111","14005","-73"
"819207","UNKNOWN","START","","","GPRS","42,176225","2,477275","17800","-88"
"789862","UNKNOWN","STOP","2251","2536","UNKNOWN","37,1632638889","-3,59415","18008","-104"
"793092","UNKNOWN","START","","","GPRS","42,024","3,111075","17257","-59"
"793413","UNKNOWN","STOP","1036","896","UNKNOWN","40,429125","-3,6899638889","28001","-107"
"821055","UNKNOWN","STOP","0","0","UNKNOWN","43,213725","-7,28675","27246","-88"
"836062","UNKNOWN","STOP","1354150","632051","UNKNOWN","40,4426722222","-3,6570388889","28028","-101"
"814684","UNKNOWN","START","","","GPRS","37,90085","-4,71985","14014","-83"
"838163","UNKNOWN","START","","","GPRS","40,42245","-3,6732361111","28009","-98"
"819346","UNKNOWN","START","","","GPRS","40,3044611111","-3,4391","28500","-56"
"819515","UNKNOWN","START","","","GPRS","40,4396138889","-3,9765638889","28691","-61"
"797477","UNKNOWN","START","","","GPRS","37,518825","-6,817425","21600","-63"
"882906","UNKNOWN","START","","","GPRS","41,377475","2,165125","8015","-83"
"883539","UNKNOWN","STOP","995","919","UNKNOWN","39,4709083333","-0,3736861111","46002","-75"
"885574","UNKNOWN","START","","","GPRS","41,4762222222","7,9247166667","0","-79"
"885550","UNKNOWN","START","","","GPRS","39,4751138889","-0,3745861111","46002","-87"
"801229","UNKNOWN","START","","","GPRS","40,4206138889","-3,68265","28009","-102"
"815488","UNKNOWN","START","","","GPRS","39,5720111111","2,6546611111","7002","-71"
"824130","UNKNOWN","STOP","3914","2598","UNKNOWN","37,3373888889","-5,97135","41012","-100"
"792281","UNKNOWN","STOP","0","0","UNKNOWN","41,428375","1,78385","8770","-104"
"804467","UNKNOWN","STOP","0","0","UNKNOWN","42,4324416667","-8,6391861111","36002","-84"
"781772","UNKNOWN","START","","","GPRS","40,43495","-3,7093638889","28015","-81"
"806078","UNKNOWN","STOP","0","0","UNKNOWN","36,540825","-4,6247","29640","-67"
"786883","UNKNOWN","STOP","0","0","UNKNOWN","41,6531","-0,8802861111","50003","-100"
"814763","UNKNOWN","START","","","GPRS","38,913775","-6,342725","6800","-73"
"789394","UNKNOWN","START","","","GPRS","41,3186638889","2,0131","8840","-86"
"791352","UNKNOWN","STOP","1689","2297","UNKNOWN","37,3903138889","-5,9923222222","41004","-75"
"831287","UNKNOWN","START","","","GPRS","38,0012361111","-1,130575","30007","-80"
"809807","UNKNOWN","STOP","3071","2564","UNKNOWN","36,71385","-4,429225","29002","-89"
"827567","UNKNOWN","START","","","GPRS","43,1849","-2,4650638889","20600","-109"
"777402","UNKNOWN","STOP","7118","3648","UNKNOWN","37,2086861111","-7,4071888889","21420","-66"
"792723","UNKNOWN","START","","","GPRS","41,0775888889","1,125875","43840","-67"
"828254","UNKNOWN","START","","","GPRS","40,4039138889","-3,6057861111","28032","-105"
"808663","UNKNOWN","STOP","0","0","UNKNOWN","40,2694138889","-3,007975","19116","-107"
"823704","UNKNOWN","START","","","GPRS","36,4232","-5,1552","29680","-86"
"817650","UNKNOWN","START","","","GPRS","36,5889888889","-4,573025","29639","-84"
"805474","UNKNOWN","START","","","GPRS","37,3293","-2,1216888889","4815","-67"
"856512","UNKNOWN","STOP","8286","11704","UNKNOWN","43,245425","-2,9075","48004","-78"
"856799","UNKNOWN","START","","","GPRS","41,6522527778","-4,7316666667","47009","-70"
"856858","UNKNOWN","STOP","22278","32822","UNKNOWN","41,5313","2,1225861111","8203","-96"
"855106","UNKNOWN","START","","","GPRS","41,9629777778","-2,9829166667","9693","-91"
"811731","UNKNOWN","STOP","6196","2974","UNKNOWN","40,9659361111","-5,6634638889","37002","-74"
"782719","UNKNOWN","STOP","0","0","UNKNOWN","37,350575","-5,8438138889","41500","-74"
"822768","UNKNOWN","STOP","0","0","UNKNOWN","38,92115","-0,6489861111","46691","-79"
"782972","UNKNOWN","STOP","0","0","UNKNOWN","40,551075","-3,99945","28270","-95"
"880543","UNKNOWN","STOP","2740","1234","UNKNOWN","41,6227361111","2,6438611111","8370","-73"
"1165858","UNKNOWN","STOP","3120","1513","UNKNOWN","40,4444888889","-3,6557","28027","-68"
"1026145","UNKNOWN","STOP","260513","413800","UNKNOWN","42,8551666667","-2,7122055556","1010","-105"
"709837","UNKNOWN","START","","","GPRS","41,369425","2,1029861111","8905","-79"
"884389","UNKNOWN","START","","","GPRS","42,8483388889","-2,6804361111","1008","-63"
"878082","UNKNOWN","START","","","GPRS","37,82975","-0,7947361111","30740","-59"
"763455","UNKNOWN","STOP","0","0","UNKNOWN","41,3599","2,10805","8901","-63"
"709911","UNKNOWN","START","","","GPRS","39,978525","-0,0353","12002","-100"
"813486","UNKNOWN","START","","","GPRS","40,0709","-2,138725","16004","-88"
"819106","UNKNOWN","STOP","9269","6726","UNKNOWN","41,5062888889","2,10705","8214","-81"
"761454","UNKNOWN","STOP","0","0","UNKNOWN","41,3558638889","2,1154388889","8907","-93"
"1025955","UNKNOWN","STOP","11050","17460","UNKNOWN","43,2998611111","-2,8725611111","48170","-66"
"790374","UNKNOWN","START","","","GPRS","38,8880138889","1,406875","7800","-70"
"792583","UNKNOWN","START","","","GPRS","41,1195111111","1,2462861111","43005","-85"
"792685","UNKNOWN","STOP","0","0","UNKNOWN","37,583725","-4,647625","14550","-87"
"795569","UNKNOWN","START","","","GPRS","36,626925","-4,4987611111","29620","-88"
"821264","UNKNOWN","STOP","13335","12336","UNKNOWN","41,6341388889","2,371375","8440","-58"
"826713","UNKNOWN","START","","","GPRS","40,4267","-3,6851111111","28001","-96"
"814888","UNKNOWN","START","","","GPRS","36,735225","-4,549525","29590","-94"
"815923","UNKNOWN","START","","","GPRS","40,4383138889","-3,626275","28037","-54"
"834782","UNKNOWN","STOP","0","0","UNKNOWN","36,4149416667","-5,1587277778","29680","-94"
"817866","UNKNOWN","START","","","GPRS","39,886975","-0,0842861111","12530","-94"
"819408","UNKNOWN","START","","","GPRS","36,4211","-6,1499888889","11130","-97"
"835903","UNKNOWN","STOP","4763297","2892181","UNKNOWN","40,3980194444","-3,7065722222","28005","-100"
"810290","UNKNOWN","STOP","1189","1000","UNKNOWN","40,548825","-3,630375","28701","-96"
"810345","UNKNOWN","STOP","0","0","UNKNOWN","41,2881388889","2,0737694444","8820","-74"
"817272","UNKNOWN","START","","","GPRS","40,2344611111","0,2010638889","12596","-84"
"879195","UNKNOWN","START","","","GPRS","36,7460138889","-5,15895","29400","-92"
"1165773","UNKNOWN","STOP","3560","1397","UNKNOWN","40,4439527778","-3,6570166667","28027","-65"
"1165857","UNKNOWN","STOP","4499","1575","UNKNOWN","40,4444888889","-3,6557","28027","-74"
"1141942","UNKNOWN","START","","","GPRS","43,2528861111","-2,9261361111","48003","-70"
"1008687","UNKNOWN","STOP","6564","4649","UNKNOWN","43,3062138889","-1,9772","20010","-101"
"1008899","UNKNOWN","START","","","GPRS","41,93185","2,2484","8500","-82"
"968033","UNKNOWN","START","","","GPRS","40,46505","-3,6717361111","28016","-96"
"1070710","UNKNOWN","START","","","GPRS","36,7330888889","-3,68635","18690","-99"
"968240","UNKNOWN","START","","","GPRS","40,2273611111","-3,773175","28981","-96"
"1112582","UNKNOWN","START","","","GPRS","41,3810611111","2,0672138889","8960","-81"
"968214","UNKNOWN","START","","","GPRS","39,552975","-0,388675","46113","-90"
"1208378","UNKNOWN","STOP","57753","90760","UNKNOWN","43,2943944444","-2,8597944444","48170","-80"
"1208396","UNKNOWN","STOP","10814","16344","UNKNOWN","43,2998611111","-2,8725611111","48170","-87"
"1110520","UNKNOWN","STOP","0","0","UNKNOWN","41,6416638889","-0,9798388889","50197","-94"
"1045756","UNKNOWN","STOP","10574","15800","UNKNOWN","43,2998861111","-2,8663","48170","-107"
"1046162","UNKNOWN","STOP","11174","16232","UNKNOWN","43,2998611111","-2,8725611111","48170","-61"
"1046578","UNKNOWN","STOP","6598","12856","UNKNOWN","40,0415194444","-2,1083722222","16004","-68"
"1047292","UNKNOWN","STOP","435854","659864","UNKNOWN","40,3818","-5,496425","5697","-62"
"762535","UNKNOWN","STOP","0","0","UNKNOWN","41,3599138889","2,109675","8907","-62"
"762582","UNKNOWN","STOP","0","0","UNKNOWN","41,3599138889","2,109675","8907","-103"
"821510","UNKNOWN","STOP","22811","21958","UNKNOWN","38,255325","-6,018875","6900","-82"
"806504","UNKNOWN","STOP","0","0","UNKNOWN","43,2444777778","-2,2561833333","20740","-57"
"795677","UNKNOWN","STOP","0","0","UNKNOWN","38,99585","-1,8615","2004","-81"
"797800","UNKNOWN","START","","","GPRS","41,417825","1,261975","43424","-92"
"797962","UNKNOWN","STOP","0","0","UNKNOWN","38,9663722222","-0,1839083333","46702","-59"
"799174","UNKNOWN","START","","","GPRS","41,425825","2,1600861111","8032","-59"
"804477","UNKNOWN","START","","","GPRS","37,99485","-3,466825","23440","-67"
"804692","UNKNOWN","STOP","19550","17263","UNKNOWN","36,7206388889","-4,4043888889","29016","-86"
"827580","UNKNOWN","STOP","0","0","UNKNOWN","40,5639361111","-3,6207","28703","-60"
"832773","UNKNOWN","START","","","GPRS","37,2065916667","-7,2147","21449","-89"
"830548","UNKNOWN","START","","","GPRS","27,784675","-15,715775","35130","-80"
"819681","UNKNOWN","START","","","GPRS","42,3744361111","1,456775","25700","-62"
"828374","UNKNOWN","START","","","GPRS","36,42485","-5,1487388889","29680","-75"
"820204","UNKNOWN","START","","","GPRS","38,6710138889","-0,481225","3801","-80"
"819217","UNKNOWN","STOP","0","0","UNKNOWN","40,4724638889","-3,6932138889","28029","-80"
"820794","UNKNOWN","START","","","GPRS","40,41405","-3,7054361111","28012","-92"
"826936","UNKNOWN","START","","","GPRS","37,69055","-1,710225","30811","-60"
"827703","UNKNOWN","START","","","GPRS","38,1096611111","-1,8640611111","30400","-68"
"830167","UNKNOWN","STOP","0","0","UNKNOWN","43,2933","-3,00675","48510","-83"
"836200","UNKNOWN","START","","","GPRS","36,482425","-4,9891","29670","-108"
"1110562","UNKNOWN","START","","","GPRS","38,9104388889","1,42555","7800","-97"
"805038","UNKNOWN","STOP","6437","4466","UNKNOWN","39,97135","-4,2636611111","45500","-66"
"812431","UNKNOWN","STOP","3099","1802","UNKNOWN","40,7278","-4,076775","28470","-58"
"812917","UNKNOWN","START","","","GPRS","41,435125","2,1819111111","8030","-66"
"833411","UNKNOWN","START","","","GPRS","36,23015","-5,389","11360","-98"
"822316","UNKNOWN","START","","","GPRS","39,680625","-3,9736638889","45100","-94"
"816468","UNKNOWN","START","","","GPRS","42,1629861111","-8,5208861111","36860","-102"
"826662","UNKNOWN","STOP","0","0","UNKNOWN","40,526225","-3,535125","28860","-69"
"819250","UNKNOWN","STOP","0","0","UNKNOWN","41,6134","0,6241777778","25002","-103"
"819125","UNKNOWN","START","","","GPRS","37,3434111111","-5,9398638889","41089","-102"
"842216","UNKNOWN","START","","","GPRS","40,46135","-3,6966611111","28020","-90"
"829859","UNKNOWN","STOP","2465","1104","UNKNOWN","40,4301916667","-3,6650638889","28028","-73"
"821451","UNKNOWN","START","","","GPRS","42,614325","-7,153325","27324","-100"
"828802","UNKNOWN","START","","","GPRS","36,7761888889","-2,8196111111","4700","-102"
"810948","UNKNOWN","STOP","2843","1223","UNKNOWN","38,5550611111","-0,4992861111","3100","-67"
"811314","UNKNOWN","STOP","0","0","UNKNOWN","42,3412638889","-3,701425","9002","-99"
"804951","UNKNOWN","STOP","0","0","UNKNOWN","36,7481888889","-3,8746888889","29780","-71"
"823468","UNKNOWN","START","","","GPRS","40,4053","-3,673325","28007","-89"
"813270","UNKNOWN","START","","","GPRS","38,2942","-0,6223138889","3203","-103"
"805120","UNKNOWN","START","","","GPRS","38,32565","-6,7722861111","6380","-108"
"811094","UNKNOWN","STOP","0","0","UNKNOWN","40,419525","-3,7081861111","28013","-62"
"811661","UNKNOWN","STOP","0","0","UNKNOWN","36,9274361111","-6,0800861111","41740","-67"
"779809","UNKNOWN","STOP","5074","3537","UNKNOWN","40,4568","-3,878825","28222","-108"
"779386","UNKNOWN","STOP","2506","1043","UNKNOWN","40,462375","-3,5786111111","28042","-62"
"780427","UNKNOWN","START","","","GPRS","40,43025","-3,5338388889","28830","-108"
"781308","UNKNOWN","STOP","0","0","UNKNOWN","39,98705","-0,049","12006","-61"
"781330","UNKNOWN","START","","","GPRS","41,4965388889","2,035825","8191","-64"
"782621","UNKNOWN","START","","","GPRS","40,6262388889","-3,1657","19002","-95"
"808002","UNKNOWN","START","","","GPRS","40,43455","-3,7138","28015","-109"
"828062","UNKNOWN","START","","","GPRS","41,5453611111","2,1978","8100","-81"
"809659","UNKNOWN","STOP","3648","2615","UNKNOWN","40,4217361111","-3,7094611111","28013","-61"
"811245","UNKNOWN","START","","","GPRS","41,4373","2,174025","8042","-57"
"816701","UNKNOWN","STOP","0","0","UNKNOWN","40,6565","-6,9140611111","37480","-76"
"819924","UNKNOWN","STOP","0","0","UNKNOWN","36,5283","-6,187675","11510","-67"
"820731","UNKNOWN","START","","","GPRS","40,2709138889","-3,6981","28906","-60"
"832206","UNKNOWN","START","","","GPRS","41,4009","2,1416","8021","-72"
"829501","UNKNOWN","START","","","GPRS","36,697625","-6,118725","11405","-99"
"835548","UNKNOWN","STOP","2567","1421","UNKNOWN","40,3241611111","-3,870875","28931","-74"
"856134","UNKNOWN","STOP","79838","125488","UNKNOWN","38,8731361111","-1,1517361111","2640","-108"
"857547","UNKNOWN","STOP","6310","8502","UNKNOWN","41,5137194444","2,1262194444","8210","-54"
"856929","UNKNOWN","STOP","9246","13454","UNKNOWN","41,5137194444","2,1262194444","8210","-109"
"782710","UNKNOWN","STOP","2844","1693","UNKNOWN","40,452525","-3,473575","28850","-105"
"784087","UNKNOWN","STOP","997","1055","UNKNOWN","38,5592138889","-6,345675","6220","-106"
"785277","UNKNOWN","STOP","2802","1222","UNKNOWN","42,4659388889","-2,4483388889","26001","-107"
"785327","UNKNOWN","STOP","0","0","UNKNOWN","40,4461861111","-3,4723638889","28850","-82"
"786891","UNKNOWN","START","","","GPRS","38,8398638889","0,114","3700","-94"
"824042","UNKNOWN","START","","","GPRS","43,3253111111","-3,869525","39620","-108"
"825296","UNKNOWN","STOP","0","0","UNKNOWN","37,8812638889","-4,7820888889","14003","-94"
"811663","UNKNOWN","STOP","816","752","UNKNOWN","41,410425","2,2092361111","8019","-60"
"817086","UNKNOWN","START","","","GPRS","38,368975","-0,4471638889","3016","-74"
"815549","UNKNOWN","STOP","1598","1536","UNKNOWN","40,4411","-3,656275","28027","-91"
"832556","UNKNOWN","START","","","GPRS","43,36365","-5,8459361111","33003","-70"
"812643","UNKNOWN","START","","","GPRS","40,2273611111","-3,773175","28981","-83"
"819693","UNKNOWN","STOP","6616","3046","UNKNOWN","43,1851138889","-2,509375","48260","-82"
"831452","UNKNOWN","STOP","1118","999","UNKNOWN","41,3917138889","1,9432138889","8759","-61"
"881428","UNKNOWN","START","","","GPRS","42,031","2,290825","8570","-96"
"789278","UNKNOWN","STOP","0","0","UNKNOWN","37,31535","-4,3883","14960","-75"
"789664","UNKNOWN","STOP","0","0","UNKNOWN","42,5226138889","-0,376625","22600","-69"
"791098","UNKNOWN","START","","","GPRS","40,2417638889","-3,7651","28982","-108"
"792235","UNKNOWN","START","","","GPRS","41,3586","1,7141638889","8720","-98"
"790094","UNKNOWN","STOP","5064","3777","UNKNOWN","40,3860638889","-3,6431611111","28038","-66"
"855064","UNKNOWN","START","","","GPRS","39,8628861111","-4,01715","45003","-53"
"1032369","UNKNOWN","STOP","150717","32527","UNKNOWN","37,364975","-5,983825","41013","-73"
"782826","UNKNOWN","START","","","GPRS","38,3423","-0,5030138889","3006","-70"
"783565","UNKNOWN","STOP","2876","1995","UNKNOWN","40,3960611111","-3,3497","28813","-60"
"784350","UNKNOWN","STOP","0","0","UNKNOWN","36,7025","-4,442525","29002","-97"
"807405","UNKNOWN","START","","","GPRS","42,8512","-2,6804611111","1008","-92"
"777399","UNKNOWN","START","","","GPRS","38,3424222222","-0,4925833333","3003","-90"
"779304","UNKNOWN","STOP","0","0","UNKNOWN","40,3032166667","-3,3048166667","28511","-67"
"710037","UNKNOWN","START","","","GPRS","39,4896861111","-0,397275","46015","-67"
"709358","UNKNOWN","START","","","GPRS","36,7229111111","-4,4384","29010","-99"
"783509","UNKNOWN","START","","","GPRS","40,4034361111","-3,7484888889","28047","-71"
"783588","UNKNOWN","STOP","0","0","UNKNOWN","40,4767361111","-3,367875","28804","-85"
"783201","UNKNOWN","START","","","GPRS","40,3929888889","-3,4868888889","28840","-100"
"796446","UNKNOWN","STOP","0","0","UNKNOWN","42,945075","-9,1770861111","15270","-106"
"792920","UNKNOWN","STOP","0","0","UNKNOWN","38,6314611111","0,0050888889","3710","-92"
"793175","UNKNOWN","START","","","GPRS","42,8604888889","-2,66675","1013","-109"
"796568","UNKNOWN","START","","","GPRS","38,9604","-5,8624111111","6400","-107"
"796819","UNKNOWN","START","","","GPRS","38,646075","-0,5978611111","3440","-103"
"797554","UNKNOWN","STOP","0","0","UNKNOWN","38,1096611111","-1,8640611111","30400","-59"
"835313","UNKNOWN","STOP","15251395","3646932","UNKNOWN","40,4084138889","-3,6252472222","28030","-82"
"809823","UNKNOWN","START","","","GPRS","40,5292361111","-3,6525888889","28108","-102"
"809344","UNKNOWN","STOP","0","0","UNKNOWN","41,40105","2,1707888889","8025","-55"
"798503","UNKNOWN","START","","","GPRS","43,2644888889","-2,9332","48008","-83"
"825266","UNKNOWN","STOP","0","0","UNKNOWN","38,8831861111","-6,99705","6006","-54"
"818813","UNKNOWN","START","","","GPRS","35,2780611111","-2,9413638889","52006","-69"
"831196","UNKNOWN","START","","","GPRS","39,5606138889","-0,4846388889","46184","-100"
"723798","OK","STOP","339","483","GSM","36,508125","-4,774625","29604","-98"
"1047562","UNKNOWN","STOP","12645","18764","UNKNOWN","43,2998861111","-2,8663","48170","-83"
"732068","UNKNOWN","STOP","2202633","67042","UNKNOWN","41,5454722222","2,1063388889","8203","-59"
"804674","UNKNOWN","STOP","2744","1251","UNKNOWN","37,2139388889","-7,2324361111","21430","-61"
"827034","UNKNOWN","START","","","GPRS","37,3911","-5,9910861111","41004","-55"
"812619","UNKNOWN","STOP","2364","1416","UNKNOWN","39,5397388889","2,4485388889","7160","-74"
"797264","UNKNOWN","START","","","GPRS","36,6136861111","-4,5025361111","29620","-72"
"834380","UNKNOWN","STOP","0","0","UNKNOWN","41,645","-0,86395","50002","-71"
"802334","UNKNOWN","STOP","0","0","UNKNOWN","39,5746","3,2015","7500","-60"
"786797","UNKNOWN","START","","","GPRS","42,49545","-8,8623888889","36989","-93"
"802678","UNKNOWN","START","","","GPRS","36,7149388889","-4,1895","29790","-89"
"804954","UNKNOWN","START","","","GPRS","40,4826111111","-3,71545","28035","-88"
"781998","UNKNOWN","STOP","1080","948","UNKNOWN","40,4134861111","-3,69775","28014","-96"
"816731","UNKNOWN","STOP","0","0","UNKNOWN","42,6664638889","-8,1095138889","36500","-108"
"827357","UNKNOWN","STOP","2710","1152","UNKNOWN","28,4013638889","-16,3422","38190","-98"
"814490","UNKNOWN","STOP","0","0","UNKNOWN","40,4198777778","-3,6924916667","28001","-56"
"805360","UNKNOWN","STOP","0","0","UNKNOWN","37,3860111111","-6,0009388889","41001","-92"
"815394","UNKNOWN","STOP","430","568","UNKNOWN","27,9495138889","-15,3948638889","35219","-65"
"805404","UNKNOWN","STOP","0","0","UNKNOWN","38,404125","-0,433925","3550","-88"
"817425","UNKNOWN","START","","","GPRS","40,3992","-3,671775","28007","-108"
"893164","UNKNOWN","STOP","7383","4902","UNKNOWN","40,53675","-3,6387611111","28100","-82"
"763262","UNKNOWN","STOP","0","0","UNKNOWN","41,3599","2,10805","8901","-80"
"794799","UNKNOWN","STOP","6287","6938","UNKNOWN","42,4648111111","-2,4548611111","26005","-55"
"795659","UNKNOWN","STOP","0","0","UNKNOWN","36,3786","-5,4291888889","11339","-103"
"816511","UNKNOWN","STOP","0","0","UNKNOWN","43,4108361111","-5,658175","33580","-104"
"813921","UNKNOWN","START","","","GPRS","40,309575","-3,7256611111","28902","-62"
"819048","UNKNOWN","START","","","GPRS","42,5407166667","-6,5247611111","24413","-55"
"840191","UNKNOWN","STOP","4680","3967","UNKNOWN","41,5507138889","2,2706361111","8170","-72"
"831832","UNKNOWN","START","","","GPRS","40,464625","-3,4718111111","28850","-67"
"841073","UNKNOWN","START","","","GPRS","41,416925","2,1450361111","8023","-69"
"762410","UNKNOWN","START","","","GPRS","39,0726361111","-0,260175","46760","-63"
"761671","UNKNOWN","STOP","0","0","UNKNOWN","41,3599138889","2,109675","8907","-59"
"761733","UNKNOWN","STOP","0","0","UNKNOWN","41,3599138889","2,109675","8907","-90"
"762242","UNKNOWN","STOP","0","0","UNKNOWN","41,3599","2,10805","8901","-103"
"763410","UNKNOWN","STOP","0","0","UNKNOWN","41,3599","2,11495","8901","-99"
"837415","UNKNOWN","START","","","GPRS","36,1377388889","-5,4480888889","11202","-92"
"799799","UNKNOWN","STOP","0","0","UNKNOWN","36,786975","-5,5174861111","11660","-88"
"808864","UNKNOWN","STOP","0","0","UNKNOWN","39,97245","-0,053875","12005","-86"
"831558","UNKNOWN","START","","","GPRS","36,1630861111","-5,349075","11300","-61"
"819303","UNKNOWN","STOP","0","0","UNKNOWN","37,338425","-5,8439888889","41500","-78"
"801536","UNKNOWN","START","","","GPRS","41,4744388889","2,0797638889","8172","-69"
"820539","UNKNOWN","STOP","0","0","UNKNOWN","40,621675","-3,987675","28400","-79"
"1008795","UNKNOWN","START","","","GPRS","41,3736","2,1346111111","8028","-84"
"1032302","OK","STOP","357930","66913","GSM","37,413775","-5,9782888889","41015","-79"
"1046772","UNKNOWN","STOP","1488332","2159832","UNKNOWN","41,539875","-5,791825","49192","-108"
"1047666","UNKNOWN","STOP","104694","211560","UNKNOWN","39,3983861111","-0,4444138889","46290","-96"
