"ENTITY_ID","LATITUDE","LONGITUDE","POSTAL_CODE"
"1047666","39,3983861111","-0,4444138889","46290"
"1047668","39,2435138889","-1,434875","2200"
"1045954","39,2675861111","-2,606575","2600"
"1047430","40,3170361111","-3,7852611111","28914"
"1070462","38,12455","-1,6895111111","30189"
"1074355","38,8728888889","-6,9729888889","6004"
"1181314","41,3916861111","2,1640861111","8007"
"1165961","40,4450472222","-3,6568","28027"
"1165979","40,4439527778","-3,6570166667","28027"
"1165710","40,4439527778","-3,6570166667","28027"
"1272631","41,783525","-5,7743111111","49130"
"1188587","40,1891361111","-3,29755","28590"
"1188713","37,97285","-1,2052611111","30820"
"802537","38,9104388889","1,432125","7800"
"817074","43,5270388889","-6,3723888889","33788"
"808019","42,4403638889","-8,6285888889","36164"
"815697","41,481725","2,3330888889","8320"
"804750","37,7659111111","-3,7864638889","23003"
"806934","40,4541888889","-3,6823","28016"
"877984","36,5463","-4,6183138889","29640"
"879168","40,1611","-3,6169861111","28350"
"879243","38,534875","-0,1301888889","3501"
"879448","40,557875","-3,6172","28703"
"882549","41,3831","2,175675","8002"
"830060","38,6979638889","-0,4921361111","3803"
"828037","40,4699222222","-3,8712861111","28220"
"829315","43,2444388889","-2,9817638889","48810"
"800815","41,582425","2,1799138889","8184"
"814672","37,8799861111","-4,78795","14004"
"885482","41,4033638889","2,17225","8025"
"880739","39,146375","-0,4371138889","46600"
"881222","39,3959","-0,3916305556","46470"
"967666","36,7184638889","-4,4280111111","29007"
"799492","36,715875","-4,325575","29017"
"813122","39,9668638889","-4,8264861111","45600"
"814589","35,886325","-5,307925","51001"
"811413","37,5627361111","-6,0599138889","41210"
"803514","41,4373","2,174025","8042"
"881866","40,370425","-3,714475","28041"
"883937","28,1336361111","-15,4391361111","35010"
"884980","39,12015","-5,164025","6640"
"968144","28,1381138889","-15,435025","35007"
"834978","42,2594","3,1790888889","17480"
"829076","41,1081861111","1,2364388889","43004"
"819240","42,804275","-1,673975","31010"
"837901","37,49015","-5,9402361111","41300"
"813902","39,5956361111","-0,6429638889","46191"
"814267","28,062925","-16,7255","38650"
"812673","40,557875","-3,6172","28703"
"801274","38,8740888889","-6,9736861111","6004"
"810442","40,412025","-3,6215861111","28032"
"826573","37,6127","-5,7383","41340"
"821865","36,75455","-5,8146","11630"
"818856","38,362075","-0,4837888889","3010"
"802064","41,6549888889","-4,722525","47011"
"709953","38,350775","-0,4768111111","3013"
"808932","40,3371611111","-3,5248888889","28521"
"1110070","41,6457888889","-0,9699361111","50197"
"1008547","41,3706888889","2,1026","8905"
"816331","42,8405861111","-2,695925","1015"
"710094","39,47185","-0,3772083333","46001"
"710442","36,497225","-4,6890861111","29649"
"762080","41,3599","2,11495","8901"
"780859","37,3774888889","-5,9715","41005"
"780918","40,18385","-3,2676111111","28590"
"782447","36,7450638889","-3,009175","4770"
"732018","40,5130722222","-3,6628944444","28050"
"814960","37,89875","-4,775775","14007"
"829499","39,4381388889","-0,4149888889","46200"
"789357","36,7103138889","-4,43865","29006"
"789397","36,34935","-6,1648138889","11139"
"791296","37,3824361111","-6,0068888889","41010"
"793421","40,259975","-3,8639888889","28950"
"792454","37,478225","-5,6493","41410"
"792614","38,9661638889","-0,18115","46701"
"826132","40,2894111111","-4,4238","28640"
"833047","41,2881388889","2,0737694444","8820"
"816460","42,8508638889","-2,653475","1002"
"825750","36,2369638889","-6,068675","11159"
"839508","38,1737888889","-1,4193861111","30610"
"827086","36,5274888889","-4,635","29640"
"829085","40,5643638889","-4,00635","28270"
"811320","39,5279","-0,30905","46550"
"815645","40,4267","-3,68845","28001"
"829621","36,6136861111","-4,5025361111","29620"
"813294","38,4148638889","-0,390325","3560"
"823528","40,405825","-3,6342638889","28030"
"813967","39,2851","-0,4267861111","46450"
"1026037","40,5677055556","-3,9609944444","28260"
"878395","43,364","-5,8479638889","33002"
"883920","40,4039638889","-3,6808277778","28007"
"885529","37,3815888889","-6,1961","41800"
"879947","37,9867111111","-1,12975","30001"
"885586","41,486425","2,1520361111","8290"
"884995","38,630125","-0,8715138889","3409"
"1283554","37,256375","-3,6808","18220"
"1113510","42,2667861111","2,985275","17600"
"1022320","42,7685861111","-9,0437888889","15250"
"1026085","43,2998611111","-2,8725611111","48170"
"1208104","43,2998611111","-2,8725611111","48170"
"1208154","43,2998861111","-2,8663","48170"
"1208029","43,2998861111","-2,8663","48170"
"1008449","40,509775","-3,8925138889","28232"
"1008721","41,3924388889","2,1835611111","8018"
"1046278","40,4075861111","-3,885275","28660"
"762486","41,3599138889","2,109675","8907"
"762746","41,3599138889","2,109675","8907"
"762288","41,3599","2,10805","8901"
"793578","38,96705","-0,182125","46701"
"797988","42,2646888889","3,1033111111","17487"
"783059","37,801","-5,009075","14720"
"815470","38,3904","-0,7659","3660"
"832255","38,9365111111","-0,5830388889","46650"
"822201","39,4689388889","-0,3807861111","46007"
"819156","42,0531861111","3,19455","17258"
"784045","40,6275138889","-3,1708638889","19001"
"786733","37,889475","-4,7946111111","14005"
"798425","40,4407888889","-3,696125","28003"
"799607","37,261425","-6,9545","21002"
"800132","37,9023861111","-4,7846638889","14012"
"831080","40,2933111111","-4,0074611111","28600"
"819113","41,6124361111","0,6165861111","25003"
"832093","40,1874611111","-3,785625","28990"
"810669","38,8557638889","-6,5696361111","6498"
"821769","42,0674388889","-8,6877888889","36715"
"816159","39,88925","-5,5492111111","10300"
"778160","38,362275","-0,4472361111","3016"
"778446","37,184325","-3,6128111111","18014"
"780008","42,89715","-9,2280861111","15155"
"779302","41,380675","2,0996138889","8950"
"801997","43,434825","-4,8356111111","33595"
"803707","40,3960611111","-3,3497","28813"
"804055","36,7206694444","-4,4096777778","29016"
"803343","40,3194361111","-3,875075","28935"
"804894","36,855025","-2,4475638889","4009"
"805186","37,890775","-4,76395","14007"
"813402","38,2942","-0,6223138889","3203"
"810601","38,82265","-0,59915","46870"
"818175","37,4106","-5,9888888889","41009"
"824946","39,466","-0,378725","46007"
"827662","37,3364638889","-5,8348388889","41500"
"1008643","40,406925","-3,708575","28005"
"779317","41,3966111111","2,150425","8006"
"780449","41,3979388889","2,1596638889","8012"
"784803","43,4610111111","-3,81485","39008"
"785288","43,4143","-3,6617388889","39794"
"787583","41,753025","1,8936138889","8272"
"805991","42,2888888889","3,300975","17488"
"806049","42,2888888889","3,300975","17488"
"809749","37,8828638889","-4,7908138889","14005"
"818670","38,491375","-0,774425","3610"
"816814","40,3884861111","-3,690075","28045"
"817673","38,2711388889","-0,6762388889","3203"
"817994","40,629475","-4,0099638889","28400"
"815643","43,3509138889","-5,548325","33520"
"807242","41,3908611111","2,15735","8008"
"812399","37,390475","-5,9763138889","41018"
"787669","36,1901361111","-5,9197888889","11160"
"787354","41,395875","2,1748361111","8010"
"787396","41,3955611111","2,180575","8013"
"787877","40,764425","-4,0563611111","28470"
"788676","40,2851694444","-3,8094833333","28943"
"789903","43,53985","-7,0471361111","27700"
"826833","37,6726722222","-1,69795","30800"
"830837","41,3872611111","2,13675","8029"
"814639","38,9193388889","-6,3458638889","6800"
"818790","41,4169888889","2,1055861111","8017"
"825346","36,70155","-5,38295","11600"
"855700","39,9554722222","-4,8348388889","45600"
"813689","42,6849361111","-8,495025","36680"
"823078","41,9504388889","-0,3662222222","22260"
"1233455","42,1945361111","-5,791025","24769"
"1165541","43,4610138889","-3,8158888889","39007"
"1190939","37,818275","-0,7829888889","30740"
"808214","40,37295","-4,097025","28609"
"816246","39,8922","-5,5329","10300"
"856079","39,4639388889","-0,3678","46006"
"857535","38,0166","-0,667","3181"
"856385","41,5004805556","2,1386722222","8210"
"1165823","40,4450472222","-3,6568","28027"
"1008489","40,4439527778","-3,6570166667","28027"
"783873","43,3479472222","-5,0833166667","33589"
"804027","37,5626638889","-1,261","30860"
"803240","41,9873111111","2,81815","17001"
"856011","37,8373861111","-0,8681194444","30592"
"808114","41,383525","2,1341388889","8014"
"827267","43,4340888889","-2,7183","48370"
"761690","41,3558638889","2,1154388889","8907"
"803900","38,45205","-6,388","6230"
"762652","41,3599138889","2,109675","8907"
"762673","41,3599138889","2,109675","8907"
"762705","41,3599138889","2,109675","8907"
"709301","39,3605888889","-0,450925","46220"
"709122","40,4683361111","-3,6956","28029"
"778673","37,2322111111","-3,6285388889","18210"
"833963","40,2393361111","-3,6362138889","28330"
"818336","40,4941","-3,6994","28034"
"829765","36,42485","-5,1487388889","29680"
"821873","36,7608611111","-2,8910111111","4713"
"811551","37,89875","-4,775775","14007"
"811671","39,5801138889","2,3536611111","7159"
"820786","38,19715","-0,5579388889","3130"
"829337","38,179","-1,4024611111","30550"
"835276","40,3648388889","-3,8821888889","28670"
"817436","37,1857388889","-3,6043361111","18001"
"818768","40,4702138889","-3,68655","28036"
"1165615","37,9867111111","-1,12975","30001"
"1073560","41,6619111111","-0,80425","50016"
"1165545","42,8597611111","-2,6933","1010"
"997269","43,3133138889","-3,0597333333","48530"
"1022420","43,536975","-5,8380361111","33439"
"1110436","42,821725","-1,6682611111","31012"
"1025847","39,5070194444","-0,4342527778","46988"
"1026737","43,2998611111","-2,8725611111","48170"
"1228126","42,4720611111","-8,567925","36118"
"1228135","42,6547638889","-8,6984611111","36656"
"1047312","39,9424","-6,453925","10830"
"1045868","43,2998611111","-2,8725611111","48170"
"1045832","39,6644527778","-0,2219611111","46520"
"1050323","41,1156361111","1,1933","43100"
"1095144","28,1412861111","-15,4304111111","35008"
"784805","40,3960611111","-3,3497","28813"
"785358","41,528375","2,1094361111","8203"
"787287","38,0567","-1,2106111111","30500"
"788412","36,7445638889","-3,5209111111","18600"
"788488","40,343575","-3,8313861111","28921"
"829654","41,45485","2,209725","8921"
"819172","40,39735","-3,6973111111","28045"
"816296","43,5802","-5,9633138889","33405"
"814115","38,843225","0,00725","3770"
"841655","36,9906","-6,5392","21760"
"828011","41,584175","1,785275","8293"
"831710","40,18505","-3,68745","28341"
"812784","37,610875","-5,099075","41409"
"826796","36,73435","-4,3614638889","29018"
"837916","37,9738638889","-4,5604111111","14420"
"815957","41,4116361111","2,017","8750"
"785838","37,5627361111","-6,0599138889","41210"
"793101","40,44745","-3,6721","28002"
"794480","40,3998","-3,8581388889","28660"
"795421","40,464","-3,7866","28023"
"796191","40,404775","-3,6622888889","28030"
"797894","40,424025","-3,7051111111","28004"
"829826","41,3972","2,1503888889","8006"
"807422","36,739125","-4,0943611111","29740"
"822675","41,3939111111","2,1895138889","8005"
"827600","36,1064888889","-5,46035","11207"
"836912","43,3398388889","-1,78555","20304"
"812233","40,192175","-4,110425","45950"
"806616","43,1706","-2,48485","20690"
"802228","36,4948888889","-4,9644861111","29660"
"1045946","43,2998611111","-2,8725611111","48170"
"801075","40,3814388889","-3,6253138889","28031"
"801953","40,3931888889","-3,488925","28840"
"803465","40,4850361111","-3,3485138889","28804"
"803001","39,549875","-0,4011","46113"
"804469","38,0819","-3,7752111111","23710"
"828150","39,87075","-4,03155","45003"
"814087","36,536675","-4,623625","29640"
"828069","38,692","-0,4756111111","3801"
"828841","43,31225","-3,0219722222","48920"
"817654","42,5956388889","-5,5737611111","24001"
"817549","37,174675","-3,5953888889","18010"
"779824","40,3919","-3,6465361111","28038"
"793581","37,3860111111","-5,9740888889","41018"
"779832","40,374675","-3,6663138889","28053"
"805583","36,8793","-2,3904611111","4120"
"815453","28,112525","-15,4508361111","35010"
"814955","38,5383083333","-0,13","3501"
"818211","38,2714722222","-0,7070638889","3206"
"810703","37,3901388889","-5,9969777778","41001"
"807346","42,3394611111","-7,8617","32004"
"805376","36,6926388889","-4,4620111111","29004"
"837004","41,8393138889","0,340725","22500"
"824304","40,4239888889","-3,6725638889","28009"
"806716","36,7075111111","-4,4656861111","29006"
"879322","43,53075","-7,0419","27700"
"880299","43,3155888889","-8,374775","15174"
"781657","41,3791611111","2,1743","8001"
"793000","41,3613","1,7557","8799"
"800486","40,420125","-3,5389361111","28822"
"812688","36,4901638889","-4,9501277778","29660"
"820674","40,557875","-3,6172","28703"
"822882","40,3960611111","-3,3497","28813"
"835886","40,4020805556","-3,6889666667","28012"
"830097","40,4116","-3,706","28012"
"823913","42,5423138889","-2,3152861111","31229"
"811817","38,924575","-0,141875","46780"
"828650","40,403675","-3,6884611111","28045"
"825436","42,200125","-8,4995111111","36860"
"830131","40,40215","-3,753325","28011"
"833006","36,173325","-5,347125","11300"
"827178","37,631875","-6,7523638889","21600"
"880575","42,4222388889","0,106025","22330"
"882593","37,3414861111","-6,662875","21840"
"882243","37,3884888889","-5,9224611111","41020"
"762813","41,3579","2,1115","8901"
"762266","41,3599","2,10805","8901"
"763400","41,3599138889","2,109675","8907"
"780715","41,516375","2,129","8210"
"794881","38,3275111111","-5,434525","14290"
"710469","43,3442111111","-8,4289361111","15008"
"709293","41,653125","-4,706125","47012"
"710069","40,9762861111","-5,6624111111","37005"
"822597","37,8812638889","-4,7820888889","14003"
"819074","36,0132305556","-5,6029777778","11380"
"1233408","42,1945361111","-5,791025","24769"
"821300","42,7730138889","-7,2312888889","27631"
"811976","39,4234111111","-0,3968361111","46910"
"1026617","39,4594861111","-0,3929722222","46006"
"777222","40,4356","-3,3050638889","28810"
"857828","43,2998611111","-2,8725611111","48170"
"762584","41,3599138889","2,109675","8907"
"761911","41,3599","2,11495","8901"
"763555","41,3599","2,10805","8901"
"828718","43,2933","-3,00675","48510"
"786589","43,5610361111","-5,9452861111","33401"
"780757","37,394575","-6,0013361111","41001"
"828510","38,53935","-0,1313138889","3501"
"823330","40,452275","-3,6795888889","28016"
"811717","40,3981861111","-3,645625","28038"
"830938","36,7201111111","-4,4210361111","29015"
"832369","39,4386388889","-0,4680611111","46900"
"824604","43,3815","-3,8478138889","39627"
"808216","38,0807","-0,944025","3300"
"828360","40,4555611111","-3,457425","28850"
"802808","40,464225","-3,56825","28042"
"879975","37,9377138889","-1,154475","30120"
"881913","28,11165","-15,4205638889","35003"
"881123","37,985225","-1,1317","30002"
"882619","42,7685861111","-9,0437888889","15250"
"1008963","41,4010638889","2,1545","8012"
"968014","41,3826472222","2,1580694444","8011"
"1009037","40,441225","-3,6291638889","28037"
"1046086","37,832225","-0,791525","30740"
"1047380","43,2998611111","-2,8725611111","48170"
"1046072","43,2998611111","-2,8725611111","48170"
"1009093","40,4450472222","-3,6568","28027"
"1165181","38,343075","-0,5313888889","3006"
"1208681","41,936425","2,3364111111","8519"
"1233541","42,1945361111","-5,791025","24769"
"1026269","43,2998611111","-2,8725611111","48170"
"1026451","43,2998861111","-2,8663","48170"
"1026679","40,350025","-5,6023","5697"
"1046900","39,9493333333","-0,2415944444","12200"
"1046318","43,2346944444","-2,8323277778","48960"
"1046624","38,2438361111","-0,802275","3330"
"1046632","43,2394722222","-3,2493666667","39880"
